word;value;type
unsuspecting;1;sentiment
unsustainable;1;sentiment
untenable;1;sentiment
untested;1;sentiment
unthinkable;1;sentiment
unthinkably;1;sentiment
untimely;1;sentiment
untouched;1;sentiment
untrained;1;sentiment
untrue;1;sentiment
untrustworthy;1;sentiment
untruthful;1;sentiment
unusual;1;sentiment
unusually;1;sentiment
unwanted;1;sentiment
unwarranted;1;sentiment
unwelcome;1;sentiment
unwieldy;1;sentiment
unwilling;1;sentiment
unwillingly;1;sentiment
unwillingness;1;sentiment
unwise;1;sentiment
unwisely;1;sentiment
unworkable;1;sentiment
unworthy;1;sentiment
unyielding;1;sentiment
upbeat;1;sentiment
upbraid;1;sentiment
upfront;1;sentiment
upgrade;1;sentiment
upheaval;1;sentiment
upheld;1;sentiment
uphold;1;sentiment
uplift;1;sentiment
uplifting;1;sentiment
upliftingly;1;sentiment
upliftment;1;sentiment
upright;1;sentiment
uprising;1;sentiment
uproar;1;sentiment
uproarious;1;sentiment
uproariously;1;sentiment
uproarous;1;sentiment
uproarously;1;sentiment
uproot;1;sentiment
upscale;1;sentiment
upset;1;sentiment
upsetting;1;sentiment
upsettingly;1;sentiment
upside;1;sentiment
upward;1;sentiment
urge;1;sentiment
urgency;1;sentiment
urgent;1;sentiment
urgently;1;sentiment
usable;1;sentiment
useful;1;sentiment
usefulness;1;sentiment
useless;1;sentiment
usurp;1;sentiment
usurper;1;sentiment
utilitarian;1;sentiment
utmost;1;sentiment
utter;1;sentiment
utterly;1;sentiment
uttermost;1;sentiment
vagrant;1;sentiment
vague;1;sentiment
vagueness;1;sentiment
vain;1;sentiment
vainly;1;sentiment
valiant;1;sentiment
valiantly;1;sentiment
valid;1;sentiment
validity;1;sentiment
valor;1;sentiment
valuable;1;sentiment
value;1;sentiment
values;1;sentiment
vanish;1;sentiment
vanity;1;sentiment
vanquish;1;sentiment
vast;1;sentiment
vastly;1;sentiment
vastness;1;sentiment
vehement;1;sentiment
vehemently;1;sentiment
venerable;1;sentiment
venerably;1;sentiment
venerate;1;sentiment
vengeance;1;sentiment
vengeful;1;sentiment
vengefully;1;sentiment
vengefulness;1;sentiment
venom;1;sentiment
venomous;1;sentiment
venomously;1;sentiment
vent;1;sentiment
verifiable;1;sentiment
veritable;1;sentiment
versatile;1;sentiment
versatility;1;sentiment
vestiges;1;sentiment
veto;1;sentiment
vex;1;sentiment
vexation;1;sentiment
vexing;1;sentiment
vexingly;1;sentiment
viable;1;sentiment
viability;1;sentiment
vibrant;1;sentiment
vibrantly;1;sentiment
vice;1;sentiment
vicious;1;sentiment
viciously;1;sentiment
viciousness;1;sentiment
victimize;1;sentiment
victorious;1;sentiment
victory;1;sentiment
vie;1;sentiment
vigilance;1;sentiment
vigilant;1;sentiment
vigorous;1;sentiment
vigorously;1;sentiment
vile;1;sentiment
vileness;1;sentiment
vilify;1;sentiment
villainous;1;sentiment
villainously;1;sentiment
villains;1;sentiment
villian;1;sentiment
villianous;1;sentiment
villianously;1;sentiment
villify;1;sentiment
vindicate;1;sentiment
vindictive;1;sentiment
vindictively;1;sentiment
vindictiveness;1;sentiment
vintage;1;sentiment
violate;1;sentiment
violation;1;sentiment
violator;1;sentiment
violent;1;sentiment
violently;1;sentiment
viper;1;sentiment
virtue;1;sentiment
virtuous;1;sentiment
virtuously;1;sentiment
virulence;1;sentiment
virulent;1;sentiment
virulently;1;sentiment
virus;1;sentiment
visionary;1;sentiment
vital;1;sentiment
vitality;1;sentiment
vivacious;1;sentiment
vivid;1;sentiment
vocally;1;sentiment
vociferous;1;sentiment
vociferously;1;sentiment
void;1;sentiment
volatile;1;sentiment
volatility;1;sentiment
voluntarily;1;sentiment
voluntary;1;sentiment
vomit;1;sentiment
vouch;1;sentiment
vouchsafe;1;sentiment
vow;1;sentiment
vulgar;1;sentiment
vulnerable;1;sentiment
wail;1;sentiment
wallow;1;sentiment
wane;1;sentiment
waning;1;sentiment
want;1;sentiment
wanton;1;sentiment
war;1;sentiment
war-like;1;sentiment
warfare;1;sentiment
warlike;1;sentiment
warm;1;sentiment
warmhearted;1;sentiment
warmly;1;sentiment
warmth;1;sentiment
warning;1;sentiment
warp;1;sentiment
warped;1;sentiment
wary;1;sentiment
warily;1;sentiment
wariness;1;sentiment
waste;1;sentiment
wasteful;1;sentiment
wastefulness;1;sentiment
watchdog;1;sentiment
wayward;1;sentiment
weak;1;sentiment
weaken;1;sentiment
weakening;1;sentiment
weakness;1;sentiment
weaknesses;1;sentiment
wealthy;1;sentiment
weariness;1;sentiment
wearisome;1;sentiment
weary;1;sentiment
wedge;1;sentiment
wee;1;sentiment
weed;1;sentiment
weep;1;sentiment
weird;1;sentiment
weirdly;1;sentiment
welcome;1;sentiment
welfare;1;sentiment
well;1;sentiment
well-being;1;sentiment
well-connected;1;sentiment
well-educated;1;sentiment
well-established;1;sentiment
well-informed;1;sentiment
well-intentioned;1;sentiment
well-managed;1;sentiment
well-positioned;1;sentiment
well-publicized;1;sentiment
well-received;1;sentiment
well-regarded;1;sentiment
well-run;1;sentiment
well-wishers;1;sentiment
wellbeing;1;sentiment
whatever;1;sentiment
wheedle;1;sentiment
whimper;1;sentiment
whimsical;1;sentiment
whine;1;sentiment
whips;1;sentiment
white;1;sentiment
wholeheartedly;1;sentiment
wholesome;1;sentiment
wicked;1;sentiment
wickedly;1;sentiment
wickedness;1;sentiment
wide;1;sentiment
wide-open;1;sentiment
wide-ranging;1;sentiment
widespread;1;sentiment
wild;1;sentiment
wildly;1;sentiment
wiles;1;sentiment
willful;1;sentiment
willfully;1;sentiment
willing;1;sentiment
willingness;1;sentiment
wilt;1;sentiment
wily;1;sentiment
wince;1;sentiment
wink;1;sentiment
winnable;1;sentiment
winners;1;sentiment
wisdom;1;sentiment
wise;1;sentiment
wisely;1;sentiment
wish;1;sentiment
wishes;1;sentiment
wishing;1;sentiment
withheld;1;sentiment
withhold;1;sentiment
witty;1;sentiment
woe;1;sentiment
woebegone;1;sentiment
woeful;1;sentiment
woefully;1;sentiment
wonder;1;sentiment
wonderful;1;sentiment
wonderfully;1;sentiment
wonderous;1;sentiment
wonderously;1;sentiment
wondrous;1;sentiment
woo;1;sentiment
workable;1;sentiment
world-famous;1;sentiment
worn;1;sentiment
worried;1;sentiment
worriedly;1;sentiment
worrier;1;sentiment
worries;1;sentiment
worrisome;1;sentiment
worry;1;sentiment
worrying;1;sentiment
worryingly;1;sentiment
worse;1;sentiment
worsen;1;sentiment
worsening;1;sentiment
worship;1;sentiment
worst;1;sentiment
worth;1;sentiment
worth-while;1;sentiment
worthiness;1;sentiment
worthless;1;sentiment
worthlessly;1;sentiment
worthlessness;1;sentiment
worthwhile;1;sentiment
worthy;1;sentiment
wound;1;sentiment
wounds;1;sentiment
wow;1;sentiment
wreck;1;sentiment
wrangle;1;sentiment
wrath;1;sentiment
wrest;1;sentiment
wrestle;1;sentiment
wretch;1;sentiment
wretched;1;sentiment
wretchedly;1;sentiment
wretchedness;1;sentiment
writhe;1;sentiment
wrong;1;sentiment
wrongful;1;sentiment
wrongly;1;sentiment
wrought;1;sentiment
wry;1;sentiment
yawn;1;sentiment
yearn;1;sentiment
yearning;1;sentiment
yearningly;1;sentiment
yelp;1;sentiment
yep;1;sentiment
yes;1;sentiment
youthful;1;sentiment
zeal;1;sentiment
zealot;1;sentiment
zealous;1;sentiment
zealously;1;sentiment
zenith;1;sentiment
zest;1;sentiment
abandon_camouflage;1;sentiment
abandon_theater;1;sentiment
abashed;1;sentiment
abbot;1;sentiment
abduct;1;sentiment
abduct_victim;1;sentiment
abduct_victory;1;sentiment
abductee;1;sentiment
abduction;1;sentiment
aberrance;1;sentiment
aberrancy;1;sentiment
ability_supplier_aggreko;1;sentiment
ability_tool;1;sentiment
abject_loader;1;sentiment
abject_salinity;1;sentiment
abject_solubility;1;sentiment
abject_terror;1;sentiment
abjection;1;sentiment
abjectness;1;sentiment
abnegate;1;sentiment
abnormally_abject;1;sentiment
abnormally_alto;1;sentiment
abnormally_baritone;1;sentiment
abnormally_broken;1;sentiment
abnormally_contemptible;1;sentiment
abnormally_contralto;1;sentiment
abnormally_deep;1;sentiment
abnormally_deficient;1;sentiment
abnormally_depression;1;sentiment
abnormally_downcast;1;sentiment
abnormally_high;1;sentiment
abnormally_humble;1;sentiment
abnormally_inferior;1;sentiment
abnormally_insufficient;1;sentiment
abnormally_low;1;sentiment
abnormally_low-altitude;1;sentiment
abnormally_low-down;1;sentiment
abnormally_low-level;1;sentiment
abnormally_low-set;1;sentiment
abnormally_low_gear;1;sentiment
abnormally_low_pressure;1;sentiment
abnormally_lowly;1;sentiment
abnormally_miserable;1;sentiment
abnormally_modest;1;sentiment
abnormally_moo;1;sentiment
abnormally_nether;1;sentiment
abnormally_rock-bottom;1;sentiment
abnormally_scummy;1;sentiment
abnormally_scurvy;1;sentiment
abnormally_soft;1;sentiment
abnormally_squat;1;sentiment
abnormally_throaty;1;sentiment
abnormally_underslung;1;sentiment
abolish_slavery;1;sentiment
abolished_bondage;1;sentiment
abolished_slavery;1;sentiment
abolished_thraldom;1;sentiment
abolished_thrall;1;sentiment
abolishing_slavery;1;sentiment
abolitionist_movement;1;sentiment
abominable_famine;1;sentiment
abominable_haircut;1;sentiment
abominable_mouth;1;sentiment
aborticide;1;sentiment
abortion;1;sentiment
abortion_ban;1;sentiment
abortion_pill;1;sentiment
abortus;1;sentiment
abound_asunder;1;sentiment
aboveground_imperfection;1;sentiment
abovesaid;1;sentiment
abrasive_cleaning_tool;1;sentiment
abrasive_cleanser;1;sentiment
abridged;1;sentiment
abrupt_onset;1;sentiment
abrupt_pang;1;sentiment
abrupt_resignation;1;sentiment
abrupt_surrender;1;sentiment
abruptly_quit;1;sentiment
absent_arsenic;1;sentiment
absentmindedly;1;sentiment
absolutistic;1;sentiment
absolve_enterprise;1;sentiment
absorbent;1;sentiment
absorbent_cotton;1;sentiment
absorbs_heat;1;sentiment
absorptive;1;sentiment
abstain_from;1;sentiment
abstinence;1;sentiment
abstinent;1;sentiment
abstractive;1;sentiment
abstruse_concern;1;sentiment
abstruse_sigh;1;sentiment
absurdist;1;sentiment
abundant_blubber;1;sentiment
abundant_coat;1;sentiment
abundant_commercialism;1;sentiment
abundant_corruption;1;sentiment
abundant_cream;1;sentiment
abundant_flora;1;sentiment
abundant_graft;1;sentiment
abundantly;1;sentiment
abusable;1;sentiment
abuse_incest;1;sentiment
abusing;1;sentiment
abusing_alcohol;1;sentiment
abusive_conduct;1;sentiment
abuzz_crowd;1;sentiment
abysmal_concern;1;sentiment
abysmal_sigh;1;sentiment
abyssal;1;sentiment
abyssal_concern;1;sentiment
abyssal_sigh;1;sentiment
academic_degree;1;sentiment
academic_degree_burglary;1;sentiment
academic_degree_student;1;sentiment
academic_excellence;1;sentiment
academic_honesty;1;sentiment
academically_blackguardly;1;sentiment
academically_bribable;1;sentiment
academically_corrupt;1;sentiment
academically_corruptible;1;sentiment
academically_deceitful;1;sentiment
academically_deceptive;1;sentiment
academically_dishonest;1;sentiment
academically_false;1;sentiment
academically_fraudulent;1;sentiment
academically_insincere;1;sentiment
academically_picaresque;1;sentiment
academically_purchasable;1;sentiment
academically_rascally;1;sentiment
academically_roguish;1;sentiment
academically_scoundrelly;1;sentiment
academically_shoddy;1;sentiment
academically_thievish;1;sentiment
academically_untrustworthy;1;sentiment
academically_untruthful;1;sentiment
academically_venal;1;sentiment
acaricide;1;sentiment
acarophobia;1;sentiment
accelerate_corrosion;1;sentiment
accelerated_corrosion;1;sentiment
accelerating_inflation;1;sentiment
acceleration;1;sentiment
accelerator;1;sentiment
accelerator_deactivation;1;sentiment
accented_syllable;1;sentiment
acceptability;1;sentiment
acceptable_compromise;1;sentiment
acceptable_substitute;1;sentiment
access_code;1;sentiment
access_control;1;sentiment
access_modifier;1;sentiment
accessibility;1;sentiment
accessory_agent;1;sentiment
accidental_death;1;sentiment
accidental_ignition;1;sentiment
accidental_inflammation;1;sentiment
accidental_lighting;1;sentiment
accidental_pregnancy;1;sentiment
accompanying;1;sentiment
accomplished_equestrian;1;sentiment
accomplished_horseback_rider;1;sentiment
accomplished_horseman;1;sentiment
accomplished_travel;1;sentiment
accounting_fraud;1;sentiment
accounting_function;1;sentiment
accounts_after;1;sentiment
accounts_payable_department;1;sentiment
accounts_receivable;1;sentiment
accredit_crunch;1;sentiment
accrued_concern;1;sentiment
accrued_interest;1;sentiment
accrued_involvement;1;sentiment
accrued_occupy;1;sentiment
accrued_pastime;1;sentiment
accrued_pursuit;1;sentiment
accrued_stake;1;sentiment
accrued_worry;1;sentiment
accumulate;1;sentiment
accumulated_debt;1;sentiment
accumulated_grime;1;sentiment
accumulation_obligation;1;sentiment
accurate_kin;1;sentiment
accurate_quantification;1;sentiment
accurately_comprehend;1;sentiment
accurately_detect;1;sentiment
accurately_measure;1;sentiment
accurately_perceive;1;sentiment
accused;1;sentiment
accused_killer;1;sentiment
accused_murderer;1;sentiment
acerb;1;sentiment
acerb_rot;1;sentiment
acerb_smoke;1;sentiment
acerbic_rot;1;sentiment
acerbic_smoke;1;sentiment
acerbity;1;sentiment
acetaminophen_paracetamol;1;sentiment
acetyl_chloride;1;sentiment
ache_badly;1;sentiment
ache_creek;1;sentiment
ache_tree;1;sentiment
ache_vole;1;sentiment
acheronian;1;sentiment
acheronian_green_fritillary;1;sentiment
acherontic;1;sentiment
acherontic_green_fritillary;1;sentiment
achilles;1;sentiment
achilles_heel;1;sentiment
aching_pain;1;sentiment
achromatic_blotch;1;sentiment
achromatic_filigree;1;sentiment
achte;1;sentiment
achy;1;sentiment
acid_rot;1;sentiment
acid_smoke;1;sentiment
acidic_grassland;1;sentiment
acidic_water;1;sentiment
acidification;1;sentiment
acknowledgment_crunch;1;sentiment
acold_blooded_murderer;1;sentiment
acoustic;1;sentiment
acoustic_instrumentation;1;sentiment
acoustic_noise;1;sentiment
acoustical;1;sentiment
acquisitive;1;sentiment
acquisitive_pronoun;1;sentiment
acquit_periodic;1;sentiment
acrid_flavor;1;sentiment
acrid_odor;1;sentiment
acrid_rot;1;sentiment
acrid_smoke;1;sentiment
acrimoniousness;1;sentiment
acrobatic_involvement;1;sentiment
acrophobic_death;1;sentiment
across-the-board_circulation;1;sentiment
across-the-board_prohibition;1;sentiment
across-the-board_renovation;1;sentiment
acted_improperly;1;sentiment
acted_inappropriately;1;sentiment
acted_unethically;1;sentiment
action-comedy;1;sentiment
active_affair;1;sentiment
active_agent_involvement;1;sentiment
active_amour;1;sentiment
active_disconnect;1;sentiment
active_impulsive;1;sentiment
active_interest;1;sentiment
active_intimacy;1;sentiment
active_involution;1;sentiment
active_involvement;1;sentiment
active_liaison;1;sentiment
active_magma;1;sentiment
active_surface;1;sentiment
active_swappable;1;sentiment
active_tb;1;sentiment
active_tense;1;sentiment
activistic_involvement;1;sentiment
actual_malouse;1;sentiment
actuality;1;sentiment
acuate;1;sentiment
acuate_malnutrition;1;sentiment
acuminate_apex;1;sentiment
acute_amateur;1;sentiment
acute_apex;1;sentiment
acute_collector;1;sentiment
acute_fever;1;sentiment
acute_glaucoma;1;sentiment
acute_information;1;sentiment
acute_intoxication;1;sentiment
acute_ischemia;1;sentiment
acute_malnutrition;1;sentiment
acute_pain;1;sentiment
acute_pang;1;sentiment
acute_psychiatric;1;sentiment
acute_tooth;1;sentiment
acute_trauma;1;sentiment
acutely;1;sentiment
acutely_pang;1;sentiment
adage;1;sentiment
adagia;1;sentiment
adagio_decline;1;sentiment
adagio_economic_growth;1;sentiment
adamant_refusal;1;sentiment
adamantine_disk_storage;1;sentiment
adamantine_refusal;1;sentiment
adaptable_camouflage_pattern;1;sentiment
add-on;1;sentiment
addendum;1;sentiment
addict_job;1;sentiment
addicting;1;sentiment
addiction-prone_case-by-case;1;sentiment
addiction-prone_idiosyncratic;1;sentiment
addiction-prone_independent;1;sentiment
addiction-prone_individual;1;sentiment
addiction-prone_individualist;1;sentiment
addiction-prone_individualistic;1;sentiment
addiction-prone_item-by-item;1;sentiment
addiction-prone_man-to-man;1;sentiment
addiction-prone_mortal;1;sentiment
addiction-prone_one-on-one;1;sentiment
addiction-prone_personal;1;sentiment
addiction-prone_private;1;sentiment
addiction-prone_respective;1;sentiment
addiction-prone_separate;1;sentiment
addiction-prone_singular;1;sentiment
addiction-prone_soul;1;sentiment
addictive;1;sentiment
addictive_behavior;1;sentiment
addictive_nature;1;sentiment
addictive_painkiller;1;sentiment
addictively;1;sentiment
additive_regression;1;sentiment
addle_duck;1;sentiment
adequate_afflict_relief;1;sentiment
adequate_ail_relief;1;sentiment
adequate_anguish_relief;1;sentiment
adequate_annoyance_relief;1;sentiment
adequate_bother_relief;1;sentiment
adequate_botheration_relief;1;sentiment
adequate_calcium;1;sentiment
adequate_calcium_consumption;1;sentiment
adequate_calcium_ingestion;1;sentiment
adequate_calcium_intake;1;sentiment
adequate_calcium_uptake;1;sentiment
adequate_compensation;1;sentiment
adequate_hurt_relief;1;sentiment
adequate_infliction_relief;1;sentiment
adequate_nuisance_relief;1;sentiment
adequate_pain_alleviation;1;sentiment
adequate_pain_assuagement;1;sentiment
adequate_pain_ease;1;sentiment
adequate_pain_easement;1;sentiment
adequate_pain_embossment;1;sentiment
adequate_pain_fill-i;1;sentiment
adequate_pain_ministration;1;sentiment
adequate_pain_moderation;1;sentiment
adequate_pain_relief;1;sentiment
adequate_pain_reliever;1;sentiment
adequate_pain_respite;1;sentiment
adequate_pain_rest;1;sentiment
adequate_pain_sculptural_relief;1;sentiment
adequate_pain_stand-in;1;sentiment
adequate_pain_substitute;1;sentiment
adequate_supply;1;sentiment
adequate_trouble_relief;1;sentiment
adequately_capture;1;sentiment
adequately_compensate;1;sentiment
adequately_disclose;1;sentiment
adequately_warn;1;sentiment
adhesin;1;sentiment
adhesive_bandage;1;sentiment
adhesive_residue;1;sentiment
adipocere;1;sentiment
adipose;1;sentiment
adipose_tissue;1;sentiment
adjacent_kin;1;sentiment
adjoining_cemetery;1;sentiment
adjudicated_delinquent;1;sentiment
adjudicated_derelict;1;sentiment
adjudicated_guilty;1;sentiment
adjudicated_incorrigible;1;sentiment
adjudicated_juvenile_delinquent;1;sentiment
adjudicated_neglectful;1;sentiment
adjudicated_negligent;1;sentiment
adjudicated_overdue;1;sentiment
adjunct_agent;1;sentiment
adjunct_commissioner;1;sentiment
adjunct_principal;1;sentiment
adjunct_prosecutor;1;sentiment
adjuration;1;sentiment
adjustment_cola;1;sentiment
adjutant;1;sentiment
adjuvant_agent;1;sentiment
admin;1;sentiment
admin_password;1;sentiment
administer;1;sentiment
administration_alloy;1;sentiment
administration_wire;1;sentiment
administrative_district_violence;1;sentiment
administrative_division_violence;1;sentiment
administrative_expense;1;sentiment
administrative_officeholder;1;sentiment
administrative_officer;1;sentiment
administrative_policeman;1;sentiment
administrative_segregation;1;sentiment
administrator_headteacher;1;sentiment
administrator_officer;1;sentiment
administrator_password;1;sentiment
admitted;1;sentiment
admitted_guilt;1;sentiment
admonitory;1;sentiment
adolescent_crime;1;sentiment
adolescent_drug;1;sentiment
adolescent_self-annihilation;1;sentiment
adolescent_self-destruction;1;sentiment
adolescent_suicide;1;sentiment
adolf_hitler;1;sentiment
adrenal;1;sentiment
adrenal_gland;1;sentiment
ads;1;sentiment
adsorb;1;sentiment
adult_consensual_relationship;1;sentiment
adult_disease;1;sentiment
adult_illiteracy;1;sentiment
adult_obesity;1;sentiment
adulterer;1;sentiment
adulterine;1;sentiment
advance_onset_parkinson;1;sentiment
advancing_infantry;1;sentiment
adventive;1;sentiment
adventure_racer;1;sentiment
adverse_health_effect;1;sentiment
adverseness;1;sentiment
advertisement;1;sentiment
advertising;1;sentiment
adverts;1;sentiment
advil;1;sentiment
advocate_whip;1;sentiment
advocates_argue;1;sentiment
advocates_contend;1;sentiment
advocates_fence;1;sentiment
advocates_indicate;1;sentiment
advocates_reason;1;sentiment
advocator_whip;1;sentiment
aegle;1;sentiment
aeolis_mons_mount;1;sentiment
aeolotropic;1;sentiment
aerate;1;sentiment
aerdrie_faenya;1;sentiment
aerial_bucket;1;sentiment
aerial_lift;1;sentiment
aerialist;1;sentiment
aerification;1;sentiment
aerobee;1;sentiment
aerobic_bacterium;1;sentiment
aerobiotic_bacterium;1;sentiment
aerodrome_expressway;1;sentiment
aerophilic_bacterium;1;sentiment
aeroporti;1;sentiment
aeroshell;1;sentiment
aerostatic;1;sentiment
aesculapian_disease;1;sentiment
aesculapian_examiner;1;sentiment
aesthetic;1;sentiment
aesthetic_appeal;1;sentiment
aestheticism;1;sentiment
afeard_death;1;sentiment
affected_limb;1;sentiment
affection_transplant;1;sentiment
affectional_imbalance;1;sentiment
affective_imbalance;1;sentiment
affective_symptom;1;sentiment
affidavit;1;sentiment
affiliate_superintendent;1;sentiment
affinal;1;sentiment
affinity_terminology;1;sentiment
affirmative_duty;1;sentiment
affirmatively;1;sentiment
affixation;1;sentiment
afflict_reliever;1;sentiment
afflictive_beset;1;sentiment
afflictive_shoulder;1;sentiment
affordable_broadband;1;sentiment
affordable_plastic;1;sentiment
affright;1;sentiment
afire;1;sentiment
aflutter;1;sentiment
afoul;1;sentiment
afraid_death;1;sentiment
afraid_decease;1;sentiment
afraid_demise;1;sentiment
afraid_destruction;1;sentiment
afraid_expiry;1;sentiment
afraid_to;1;sentiment
afraidness;1;sentiment
afri_cola;1;sentiment
afro_hairstyle;1;sentiment
after-thought;1;sentiment
after_another;1;sentiment
afterthought;1;sentiment
agalactiae;1;sentiment
agamidae_family;1;sentiment
age-old_calendarist;1;sentiment
age-related_disease;1;sentiment
age-related_eye_disease;1;sentiment
age_discrimination;1;sentiment
ageism;1;sentiment
agendum;1;sentiment
agglomerate_identity;1;sentiment
agglomerative_identity;1;sentiment
agglutinative_oil;1;sentiment
aggravated_burglary;1;sentiment
aggravated_robbery;1;sentiment
aggregate_identity;1;sentiment
aggregation_obligation;1;sentiment
aggregative_identity;1;sentiment
aggressive_attitude;1;sentiment
aggressive_behavior;1;sentiment
aggressive_carriage;1;sentiment
aggressive_disadvantage;1;sentiment
aggressive_model;1;sentiment
aggressive_pose;1;sentiment
aggressive_position;1;sentiment
aggressive_posture;1;sentiment
aggressive_prostate_cancer;1;sentiment
aggressive_sit;1;sentiment
aggressive_stance;1;sentiment
aggressive_strength;1;sentiment
aggressive_violence;1;sentiment
aggressively;1;sentiment
aggrievedness;1;sentiment
aghast_death;1;sentiment
aghastness;1;sentiment
agile_disconnect;1;sentiment
agile_involvement;1;sentiment
agnatic;1;sentiment
agonist;1;sentiment
agonistic_disadvantage;1;sentiment
agonistical_disadvantage;1;sentiment
agonizing_afflict;1;sentiment
agonizing_ail;1;sentiment
agonizing_anguish;1;sentiment
agonizing_annoyance;1;sentiment
agonizing_bother;1;sentiment
agonizing_botheration;1;sentiment
agonizing_death;1;sentiment
agonizing_hurt;1;sentiment
agonizing_infliction;1;sentiment
agonizing_nuisance;1;sentiment
agonizing_pain;1;sentiment
agonizing_trouble;1;sentiment
agoraphobic_death;1;sentiment
agricultural_cooperative;1;sentiment
ague;1;sentiment
ague_malnutrition;1;sentiment
ahriman;1;sentiment
aide_agent;1;sentiment
aides;1;sentiment
aids;1;sentiment
aids_epidemic;1;sentiment
aids_pandemic;1;sentiment
aids_prevention;1;sentiment
air-dry_dock;1;sentiment
air-tight_blockade;1;sentiment
airborne_allergen;1;sentiment
airborne_battalion;1;sentiment
airborne_contaminant;1;sentiment
airborne_dust;1;sentiment
airborne_irritant;1;sentiment
airborne_particle;1;sentiment
airborne_pollutant;1;sentiment
airbox;1;sentiment
aircraft;1;sentiment
airdrome_expressway;1;sentiment
aired_nationally;1;sentiment
airfoil_imperfection;1;sentiment
airline;1;sentiment
airmobile;1;sentiment
airport_expressway;1;sentiment
airport_freeway;1;sentiment
airport_motorway;1;sentiment
airport_pike;1;sentiment
airport_superhighway;1;sentiment
airport_throughway;1;sentiment
airport_thruway;1;sentiment
airsick;1;sentiment
airtight;1;sentiment
airtight_blockade;1;sentiment
alarmist;1;sentiment
alaru;1;sentiment
alaskan_pollock;1;sentiment
albatross;1;sentiment
albuminuria;1;sentiment
alcholism;1;sentiment
alcohol_addiction;1;sentiment
alcohol_dependence;1;sentiment
alcohol_dependency;1;sentiment
alcohol_dependent;1;sentiment
alcohol_habituation;1;sentiment
alcohol_ingestion;1;sentiment
alcohol_intake;1;sentiment
alcohol_uptake;1;sentiment
alcohol_withdrawal;1;sentiment
alcoholic;1;sentiment
alcoholic_beverage_addiction;1;sentiment
alcoholic_beverage_ingestion;1;sentiment
alcoholic_disk_storage;1;sentiment
alcoholic_dock;1;sentiment
alcoholic_paint;1;sentiment
alcoholism;1;sentiment
aleatory;1;sentiment
aleatory_behavior;1;sentiment
alert;1;sentiment
alerter;1;sentiment
alexey_alexandrovitch;1;sentiment
alfresco_patio;1;sentiment
algid_blooded_murderer;1;sentiment
algophobic_death;1;sentiment
ali_pacha;1;sentiment
ali_pasha;1;sentiment
alienating;1;sentiment
alight;1;sentiment
alignment;1;sentiment
alinement;1;sentiment
alison_steadman;1;sentiment
alive_involvement;1;sentiment
aliweb;1;sentiment
all-cause;1;sentiment
all-important_growth_substance;1;sentiment
all-inclusive_circulation;1;sentiment
all-inclusive_prohibition;1;sentiment
all-inclusive_renovation;1;sentiment
all-metal_scrap;1;sentiment
all-purpose;1;sentiment
alleged_abduction;1;sentiment
alleged_accomplouse;1;sentiment
alleged_corruption;1;sentiment
alleged_discrimination;1;sentiment
alleged_dupery;1;sentiment
alleged_fake;1;sentiment
alleged_faker;1;sentiment
alleged_fraud;1;sentiment
alleged_fraudulence;1;sentiment
alleged_hoax;1;sentiment
alleged_humbug;1;sentiment
alleged_imposter;1;sentiment
alleged_impostor;1;sentiment
alleged_infringement;1;sentiment
alleged_kidnapper;1;sentiment
alleged_killer;1;sentiment
alleged_murderer;1;sentiment
alleged_plagiarism;1;sentiment
alleged_pretender;1;sentiment
alleged_pseudo;1;sentiment
alleged_put-on;1;sentiment
alleged_robber;1;sentiment
alleged_serial_killer;1;sentiment
alleged_sham;1;sentiment
alleged_shammer;1;sentiment
alleged_stealer;1;sentiment
alleged_thief;1;sentiment
alleged_violation;1;sentiment
alleged_violator;1;sentiment
allegedly;1;sentiment
allegedly_calumniatory;1;sentiment
allegedly_defamatory;1;sentiment
allegedly_defective;1;sentiment
allegedly_denigrative;1;sentiment
allegedly_denigratory;1;sentiment
allegedly_harmful;1;sentiment
allegement;1;sentiment
allegheny_county_clink;1;sentiment
allegheny_county_immure;1;sentiment
allegheny_county_imprison;1;sentiment
allegheny_county_incarcerate;1;sentiment
allegheny_county_jail;1;sentiment
allegheny_county_jailhouse;1;sentiment
allegheny_county_jug;1;sentiment
allegheny_county_lag;1;sentiment
allegheny_county_pokey;1;sentiment
allegheny_county_poky;1;sentiment
allegheny_county_remand;1;sentiment
allegheny_county_slammer;1;sentiment
allegheny_river_county_jail;1;sentiment
allegiance;1;sentiment
alleging_discrimination;1;sentiment
alleging_favoritism;1;sentiment
alleging_favouritism;1;sentiment
alleging_racial_discrimination;1;sentiment
allegorical;1;sentiment
allegorical_poem;1;sentiment
allegory;1;sentiment
alleviant;1;sentiment
alleviating_pain;1;sentiment
alleviative;1;sentiment
alleviator;1;sentiment
alliance;1;sentiment
allied_blockade;1;sentiment
allied_bomber;1;sentiment
alligator_lizard;1;sentiment
allocate_memory;1;sentiment
allocate_sufficient;1;sentiment
allograft;1;sentiment
allophone;1;sentiment
allot;1;sentiment
alloy_scrap;1;sentiment
alluvial;1;sentiment
allying_with;1;sentiment
almond_extract;1;sentiment
almond_joy;1;sentiment
almshouse;1;sentiment
alok_jha;1;sentiment
aloofness;1;sentiment
aloud_yell;1;sentiment
alpha-hydroxy_acid;1;sentiment
alpha_chapter;1;sentiment
